Latitude,Longitude,Newsletter,Transactions_LifetimeGiftsAmount,Transactions_LifetimeGiftsNumber,Transactions_AverageGiftAmount,DonationFrequency,DonationFrequencyActive,Transactions_Months1To12GiftsAmount,Transactions_Months1To12GiftsNumber,monthlyDonorMonths1to12,Transactions_Months13To24GiftsAmount,Transactions_Months13To24GiftsNumber,monthlyDonorMonths13to24,Transactions_Months25To36GiftsAmount,Transactions_Months25To36GiftsNumber,monthlyDonorMonths25to36,Transactions_DateOfFirstGift,Transactions_FirstGiftAmount,Transactions_DateOfLastGift,Transactions_LastGiftAmount,monthsSinceFirstDonation,monthsSinceLastDonation,activeMonths,Transactions_DateOfHighestGift,Transactions_HighestGiftAmount,Transactions_DateOfLowestGift,Transactions_LowestGiftAmount,DistanceFromEHSC
52.9416253641493,-1.146590625324572,0,297.46,29,10.257241379310344,0.9666666666666668,0.9666666666666668,122.3,11,0,125.36,13,1,40.13,4,0,2021-11-10,10.34,2024-03-06,9.69,29,0,30,2024-03-09,10.02,2024-03-07,9.78,1.3977312783735245
52.96405802952976,-1.1553660290688574,1,15.26,3,5.086666666666667,0.081081081081081,1.5,0.0,0,0,0.0,0,0,10.26,2,0,2021-04-15,4.9,2021-05-15,5.0,36,35,2,2021-05-15,5.12,2021-05-18,5.17,1.4633671184839672
52.951630863662736,-1.2057953210559458,0,3.99,2,1.995,0.0588235294117647,2.0,0.0,0,0,0.0,0,0,1.99,1,0,2021-07-07,1.98,2021-07-09,1.97,33,33,1,2021-07-08,2.07,2021-07-10,2.05,4.316168304893857
52.96185176248088,-1.2292520383917125,0,137.05,5,27.410000000000004,0.1666666666666666,0.1666666666666666,29.25,1,0,77.87,2,0,24.93,1,0,2021-11-03,24.18,2024-03-05,15.25,29,0,30,2023-01-24,52.09,2024-03-03,14.49,5.9523909043715255
52.91148455047659,-1.2409793296974876,1,48.73,5,9.746,0.3846153846153846,1.25,38.73,4,0,0.0,0,0,0.0,0,0,2023-03-11,10.17,2023-06-11,9.86,12,9,4,2023-06-11,9.65,2023-06-10,10.06,8.172503669096889
53.02849103323256,-1.1878132009092846,1,19.61,2,9.805,0.25,2.0,9.61,1,0,0.0,0,0,0.0,0,0,2023-08-30,9.57,2023-09-02,10.18,7,7,1,2023-09-02,10.34,2023-08-29,9.83,8.867467738398485
52.92811474994209,-1.1019732013857049,0,805.43,3,268.47666666666663,0.1875,0.2307692307692307,249.93,1,0,497.81,1,0,0.0,0,0,2022-12-12,499.14,2023-12-21,256.29,15,3,13,2022-12-10,502.2,2023-12-23,247.74,3.9134863354273217
52.95663550136515,-1.1694882825458792,1,99.99,2,49.995,0.125,2.0,0.0,0,0,49.99,1,0,0.0,0,0,2022-12-13,47.63,2022-12-17,50.87,15,15,1,2022-12-17,50.66,2022-12-13,50.91,1.8948004254953505
52.99235398612488,-1.1481312331900393,1,30.11,3,10.036666666666669,1.0,1.0,20.11,2,0,0.0,0,0,0.0,0,0,2024-01-17,9.91,2024-03-18,10.04,2,0,3,2024-03-22,10.15,2024-03-21,10.16,4.309020905948863
52.97991190951525,-1.0674847042877598,1,763.39,5,152.678,0.1724137931034483,0.1923076923076923,292.89,2,0,245.56,1,0,196.48,1,0,2021-12-10,194.56,2023-12-20,243.94,28,3,26,2023-12-19,247.97,2023-04-22,39.3,5.7685139138256565
52.931372345128274,-1.1281223798801054,0,433.47,3,144.49,0.1875,0.25,148.08,1,0,252.06,1,0,0.0,0,0,2022-12-13,255.74,2023-12-01,152.2,15,4,12,2022-12-16,260.26,2023-12-02,150.21,2.660211040514534
52.961502233399166,-1.1227997473615874,0,157.72,2,78.86,1.0,2.0,77.72,1,0,0.0,0,0,0.0,0,0,2024-02-09,82.34,2024-02-10,77.97,1,1,1,2024-02-10,77.02,2024-02-12,80.24,1.5293332532866768
52.91502579268179,-1.2435632561021277,0,39.83,2,19.915,0.054054054054054,2.0,0.0,0,0,0.0,0,0,19.83,1,0,2021-04-14,20.62,2021-04-14,19.61,36,36,1,2021-04-13,20.5,2021-04-13,20.86,8.097995312170434
52.99565797111363,-1.2401053406889095,1,51.12,2,25.56,0.125,2.0,0.0,0,0,26.12,1,0,0.0,0,0,2022-12-22,25.34,2022-12-22,25.41,15,15,1,2022-12-23,25.35,2022-12-23,25.59,8.086061010028265
52.99400901509496,-1.136022284710689,0,103.14,3,34.38,0.1034482758620689,0.12,50.71,1,0,0.0,0,0,48.43,1,0,2021-11-26,49.49,2023-11-28,48.54,28,4,25,2023-12-01,50.57,2023-12-01,49.18,4.487477271348973
52.90836072535368,-1.2442835182868477,0,9.88,2,4.94,0.1333333333333333,2.0,0.0,0,0,4.88,1,0,0.0,0,0,2023-01-09,4.77,2023-01-09,5.0,14,14,1,2023-01-09,4.7,2023-01-09,4.93,8.556099544533405
52.9494235026926,-1.2083693293183435,0,393.7,2,196.85,0.0666666666666666,2.0,0.0,0,0,0.0,0,0,193.7,1,0,2021-11-02,203.2,2021-11-04,201.13,29,29,1,2021-11-04,200.85,2021-11-03,199.69,4.509083477930559
52.94924271301223,-1.1747304651647514,1,356.02,4,89.005,0.2666666666666666,0.3076923076923077,229.15,2,0,101.87,1,0,0.0,0,0,2023-01-19,95.33,2024-01-29,25.38,14,2,13,2023-08-23,202.92,2024-01-31,25.41,2.2793042078914048
52.99982405906987,-1.0697519623948837,0,3.97,2,1.985,0.0666666666666666,2.0,0.0,0,0,0.0,0,0,1.97,1,0,2021-11-03,2.05,2021-11-04,2.05,29,29,1,2021-11-01,2.05,2021-11-03,1.99,7.038720702351301
52.93326625714504,-1.208637497278683,0,9.78,2,4.89,0.5,2.0,4.78,1,0,0.0,0,0,0.0,0,0,2023-12-19,5.13,2023-12-21,4.95,3,3,1,2023-12-23,4.77,2023-12-20,5.02,5.049532069978434
52.93589909656757,-1.2543282900767367,1,20.04,2,10.02,0.125,2.0,0.0,0,0,10.04,1,0,0.0,0,0,2022-12-13,9.91,2022-12-14,9.99,15,15,1,2022-12-12,9.82,2022-12-13,10.0,7.83102252279562
52.93222448389264,-1.2155848013048618,0,40.72,2,20.36,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,20.72,1,0,2021-11-27,20.1,2021-11-29,19.96,28,28,1,2021-12-01,19.29,2021-11-27,19.63,5.5195053656158
52.99098825727762,-1.1373855072271362,1,231.41,4,57.8525,1.3333333333333333,2.0,156.41,3,0,0.0,0,0,0.0,0,0,2024-01-03,51.1,2024-02-27,48.58,2,1,2,2024-03-02,50.08,2024-02-28,50.89,4.145236511453949
52.982364785592,-1.224069274521933,0,98.01,2,49.005,0.125,2.0,0.0,0,0,48.01,1,0,0.0,0,0,2022-12-15,48.49,2022-12-16,48.3,15,15,1,2022-12-16,51.32,2022-12-18,48.33,6.381632427799032
52.97440110763402,-1.105213153079739,1,19.9,2,9.95,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,9.9,1,0,2021-12-15,9.73,2021-12-15,10.0,27,27,1,2021-12-16,10.15,2021-12-19,9.91,3.3533233983714203
52.97597669639156,-1.0914659650826075,0,200.25,2,100.125,0.4,2.0,100.25,1,0,0.0,0,0,0.0,0,0,2023-11-19,98.82,2023-11-22,96.05,4,4,1,2023-11-19,103.47,2023-11-21,101.29,4.1782685656994225
52.94358755359639,-1.2311872870261122,1,93.74,5,18.748,0.1724137931034483,0.1785714285714285,9.56,2,0,50.6,1,0,30.37,1,0,2021-11-13,29.84,2024-02-27,4.96,28,1,28,2022-11-23,49.64,2024-03-02,5.13,6.12341119969909
52.937811345330296,-1.1217256884471258,1,80.48,3,26.826666666666668,0.1666666666666666,0.25,49.17,1,0,25.06,1,0,0.0,0,0,2022-11-02,24.51,2023-09-12,49.64,17,6,12,2023-09-15,49.82,2022-11-01,26.38,2.2309268367322805
52.9548034674674,-1.147344964196063,0,19.93,2,9.965,0.4,2.0,9.93,1,0,0.0,0,0,0.0,0,0,2023-12-01,9.85,2023-12-01,10.03,4,4,1,2023-12-03,9.8,2023-11-30,9.95,0.39584378842121637
52.914318559760986,-1.121852790697624,1,60.91,6,10.151666666666666,0.25,1.2,0.0,0,0,50.91,5,0,0.0,0,0,2022-04-18,10.21,2022-08-17,9.86,23,19,5,2022-08-15,10.63,2022-08-18,9.87,4.594696002813036
52.926279445177805,-1.2242300792854235,0,9.89,2,4.945,0.1428571428571428,2.0,0.0,0,0,4.89,1,0,0.0,0,0,2023-02-13,5.05,2023-02-16,4.86,13,13,1,2023-02-16,4.94,2023-02-15,5.17,6.340430176888432
52.923424109570014,-1.1199912545713822,0,110.64,5,22.128,0.1351351351351351,0.1388888888888889,19.36,2,0,37.96,1,0,50.26,1,0,2021-04-11,48.43,2024-02-29,10.03,36,1,36,2021-04-14,49.18,2024-02-27,9.95,3.6845471601124147
52.97896080021281,-1.1122789935285873,1,154.7,4,38.675,0.1428571428571428,0.1481481481481481,50.26,1,0,48.06,1,0,50.82,1,0,2021-12-23,48.62,2024-02-08,49.72,27,1,27,2024-02-10,49.2,2021-12-21,48.76,3.4240115195267427
52.92371221387359,-1.1328173263222314,1,50.31,2,25.155,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,25.31,1,0,2021-12-10,24.41,2021-12-10,24.91,28,28,1,2021-12-09,23.62,2021-12-08,24.85,3.4042148782736756
52.99537885056304,-1.114811475549514,0,3.88,2,1.94,0.0588235294117647,2.0,0.0,0,0,0.0,0,0,1.88,1,0,2021-07-09,2.01,2021-07-11,2.06,33,33,1,2021-07-11,1.97,2021-07-07,1.95,4.963596566567629
53.01943555633979,-1.1773827673143955,1,50.64,2,25.32,0.125,2.0,0.0,0,0,25.64,1,0,0.0,0,0,2022-12-21,24.93,2022-12-23,25.16,15,15,1,2022-12-22,25.27,2022-12-20,25.13,7.684621430991133
52.93622831857823,-1.1447347418121028,1,49.34,2,24.67,0.0588235294117647,2.0,0.0,0,0,0.0,0,0,24.34,1,0,2021-06-20,25.56,2021-06-20,24.97,33,33,1,2021-06-24,25.49,2021-06-21,24.23,1.9695413978387548
52.96853900980552,-1.1396711986325887,0,20.2,2,10.1,0.2,2.0,10.2,1,0,0.0,0,0,0.0,0,0,2023-06-29,10.28,2023-06-30,9.94,9,9,1,2023-07-03,10.3,2023-06-30,10.18,1.6424564427928154
52.94439155808883,-1.1496840565346165,0,10.03,2,5.015,0.125,2.0,0.0,0,0,5.03,1,0,0.0,0,0,2022-12-17,5.06,2022-12-17,4.99,15,15,1,2022-12-14,5.04,2022-12-13,4.86,1.1801279273079122
53.00784812509178,-1.1638929089186054,1,35.28,3,11.76,0.1764705882352941,0.2142857142857142,12.85,1,0,20.11,1,0,0.0,0,0,2022-12-06,20.51,2023-12-20,12.59,16,3,14,2022-12-10,20.91,2023-12-24,12.48,6.193834683932574
53.03080272295807,-1.2102760265719923,1,162.36,3,54.120000000000005,0.1764705882352941,0.2142857142857142,75.83,1,0,75.82,1,0,0.0,0,0,2022-12-04,77.55,2024-01-01,76.42,16,3,14,2023-12-30,76.94,2023-12-29,74.17,9.725894228242577
52.93771921598442,-1.2472875359205264,1,348.67,37,9.423513513513514,1.0,1.0277777777777777,117.71,13,1,116.49,12,1,104.75,11,0,2021-04-08,10.37,2024-02-08,9.75,36,1,36,2024-02-09,9.77,2024-02-08,10.21,7.321976952329998
52.98765592094808,-1.1466585670349283,0,69.9,3,23.3,0.1071428571428571,0.1071428571428571,50.31,1,0,0.0,0,0,16.2,1,0,2021-12-17,14.91,2024-03-24,29.88,27,0,28,2023-04-05,52.94,2021-12-17,14.94,3.7791721785056858
52.89136240071066,-1.0804901860297351,0,48.52,2,24.26,1.0,2.0,23.52,1,0,0.0,0,0,0.0,0,0,2024-02-27,24.93,2024-02-28,25.62,1,1,1,2024-02-28,25.07,2024-03-02,24.91,8.07855453750381
52.94049475218343,-1.2424240464722984,0,267.59,4,66.8975,0.1333333333333333,0.2857142857142857,0.0,0,0,174.6,2,0,75.13,1,0,2021-10-30,74.81,2022-11-25,74.18,29,16,14,2022-10-21,101.0,2022-11-23,73.95,6.932628236517473
52.97971015117975,-1.152784705054035,0,88.42,6,14.736666666666666,1.0,1.0,73.42,5,0,0.0,0,0,0.0,0,0,2023-10-13,14.65,2024-03-13,15.19,5,0,6,2024-03-14,14.69,2024-03-13,15.12,2.975163262999954
52.92902398543613,-1.1585292476303997,1,38.16,3,12.72,0.1764705882352941,0.1875,9.88,1,0,26.09,1,0,0.0,0,0,2022-12-03,24.33,2024-02-02,10.34,16,1,16,2022-11-29,24.45,2024-02-01,10.02,2.9839057612482103
52.92431327479462,-1.1352906686698678,1,1173.83,5,234.766,0.1724137931034483,0.1923076923076923,443.47,2,0,427.12,1,0,260.16,1,0,2021-11-26,245.48,2023-12-16,244.4,28,3,26,2022-11-05,427.47,2023-04-01,203.13,3.3127414799195893
53.00372129253667,-1.1247239794041368,1,51.75,3,17.25,0.1071428571428571,0.12,29.17,1,0,0.0,0,0,20.58,1,0,2021-12-25,19.72,2023-12-23,29.86,27,3,25,2023-12-21,31.36,2021-12-24,20.02,5.667809043450285
53.008995952280046,-1.1442043392217065,0,534.51,10,53.451,0.2702702702702703,1.25,0.0,0,0,0.0,0,0,474.51,9,0,2021-04-08,61.7,2021-11-10,60.41,36,29,8,2021-11-06,59.67,2021-11-10,61.1,6.1415345702173365
52.91063037999572,-1.1999420506290286,1,110.66,4,27.665,0.1379310344827586,0.1538461538461538,51.04,1,0,29.77,1,0,25.81,1,0,2021-12-12,25.51,2023-12-15,50.28,28,3,26,2023-12-15,50.42,2021-12-14,25.19,6.201607071776524
52.99804892105919,-1.2407593690834442,1,371.4,36,10.316666666666666,0.972972972972973,1.0285714285714285,126.29,12,1,122.93,12,1,112.18,11,0,2021-03-31,9.96,2024-01-31,9.81,36,2,35,2024-02-02,9.87,2024-02-03,10.03,8.277244701761171
52.91952083727891,-1.0471608010276516,1,1567.03,32,48.9696875,1.032258064516129,1.032258064516129,611.64,12,1,602.32,13,1,303.07,6,0,2021-09-23,50.67,2024-03-22,50.99,30,0,31,2024-03-21,51.25,2024-03-22,50.7,7.413795180896424
52.981047186467485,-1.1277861535519007,1,77.35,4,19.3375,0.1081081081081081,0.16,24.71,1,0,25.23,1,0,24.41,1,0,2021-04-03,25.1,2023-03-30,25.29,36,12,25,2023-04-03,24.63,2023-04-02,24.64,3.169470544886209
53.00221684726183,-1.23844208127366,0,116.26,5,23.252,0.2,0.2,9.87,1,0,100.99,3,0,0.0,0,0,2022-04-03,51.66,2024-03-08,25.03,24,0,25,2022-03-31,52.71,2023-03-22,9.91,8.44043903949038
52.9187941254161,-1.2333568838966154,1,1006.54,2,503.27,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,506.54,1,0,2021-12-25,501.75,2021-12-26,507.7,27,27,1,2021-12-29,508.29,2021-12-28,502.94,7.2936042026819194
52.97298201254112,-1.144361797766221,1,60.84,2,30.42,0.125,2.0,0.0,0,0,30.84,1,0,0.0,0,0,2022-12-20,30.91,2022-12-23,29.44,15,15,1,2022-12-21,29.95,2022-12-19,29.9,2.1389470668914194
52.96208973414876,-1.1046365334908268,0,53.7,3,17.900000000000002,0.1071428571428571,0.2307692307692307,0.0,0,0,20.16,1,0,29.69,1,0,2021-12-20,29.61,2022-12-13,19.91,27,15,13,2021-12-21,30.32,2022-12-10,19.79,2.653690354744351
52.926806469353664,-1.1139246472979834,1,39.8,2,19.9,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,19.8,1,0,2022-01-05,20.53,2022-01-07,20.07,27,27,1,2022-01-07,20.39,2022-01-05,19.89,3.539189431331728
52.92647271511176,-1.209693317454159,1,77.0,3,25.666666666666668,0.1875,0.2307692307692307,41.85,1,0,29.77,1,0,0.0,0,0,2022-12-21,30.48,2023-12-22,39.77,15,3,13,2023-12-22,38.97,2022-12-18,30.04,5.493343665480505
52.95663117308655,-1.1320756004517758,1,712.31,36,19.786388888888887,0.972972972972973,1.0,234.59,12,1,234.27,12,1,224.01,11,0,2021-04-01,20.79,2024-02-07,19.48,36,1,36,2024-02-07,20.33,2024-02-05,19.88,0.7168118764509259
52.98236562749671,-1.1391190190181375,0,440.11,13,33.854615384615386,0.3939393939393939,0.4482758620689655,25.57,1,0,123.33,3,0,276.21,8,0,2021-07-25,9.46,2023-11-15,24.63,32,4,29,2022-05-11,41.49,2021-07-27,9.91,3.1802644457233775
52.98862504449584,-1.1568154783420506,1,20.21,2,10.105,0.6666666666666666,2.0,10.21,1,0,0.0,0,0,0.0,0,0,2024-01-08,9.96,2024-01-09,9.93,2,2,1,2024-01-11,10.3,2024-01-11,10.33,4.003474945989152
52.93046199439777,-1.1217572744279598,0,46.22,9,5.135555555555555,0.2432432432432432,1.125,0.0,0,0,0.0,0,0,41.22,8,0,2021-03-31,4.82,2021-11-03,5.03,36,29,8,2021-10-30,5.04,2021-10-30,5.03,2.9251509280128682
52.98941724965833,-1.1291821971329343,0,101.34,2,50.67,0.0833333333333333,2.0,0.0,0,0,51.34,1,0,0.0,0,0,2022-05-05,51.1,2022-05-05,50.59,23,23,1,2022-05-07,48.85,2022-05-05,50.14,4.048376935778037
52.97100605268347,-1.0142709217668668,0,60.51,2,30.255,0.1333333333333333,2.0,0.0,0,0,30.51,1,0,0.0,0,0,2023-01-08,29.82,2023-01-08,30.35,14,14,1,2023-01-10,28.83,2023-01-09,29.53,8.772101766820123
53.00852040688681,-1.1079102694886316,1,47.55,5,9.51,0.2941176470588235,0.8333333333333334,20.46,2,0,20.42,2,0,0.0,0,0,2022-11-14,10.05,2023-04-24,9.83,16,11,6,2023-04-22,9.56,2023-04-22,9.76,6.495182770071153
52.90789949677131,-1.2384291780078514,1,40.67,2,20.335,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,20.67,1,0,2021-11-14,20.05,2021-11-16,20.32,28,28,1,2021-11-13,20.06,2021-11-16,19.61,8.27357925622565
52.91554327306029,-1.1475405709675022,0,308.58,4,77.145,0.1428571428571428,0.16,98.45,1,0,100.72,1,0,97.41,1,0,2021-12-23,99.0,2023-12-19,95.87,27,3,25,2023-12-18,104.28,2023-12-20,101.59,4.27892331793759
52.93594258474673,-1.125412259597862,1,181.93,36,5.053611111111112,0.972972972972973,1.0,63.27,12,1,61.37,12,1,52.43,11,0,2021-04-08,5.16,2024-02-09,4.99,36,1,36,2024-02-09,5.14,2024-02-09,4.97,2.271207820574201
52.97880225354469,-1.1134484327953946,1,15.96,2,7.98,0.1538461538461538,2.0,7.96,1,0,0.0,0,0,0.0,0,0,2023-03-17,8.04,2023-03-19,7.85,12,12,1,2023-03-19,7.77,2023-03-17,7.86,3.364703316602161
52.94969071016533,-1.0218802118557726,0,97.95,5,19.59,0.15625,0.15625,39.38,1,0,25.45,1,0,29.37,2,0,2021-08-18,19.76,2024-03-22,24.82,31,0,32,2023-12-02,39.28,2022-02-02,9.82,8.065151798382624
52.90740929214931,-1.1717363825104623,1,20.0,2,10.0,0.1176470588235294,2.0,0.0,0,0,10.0,1,0,0.0,0,0,2022-12-06,10.13,2022-12-07,10.27,16,16,1,2022-12-08,10.3,2022-12-06,9.88,5.5472322935139
52.97020911228618,-1.1492370101361995,0,102.14,2,51.07,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,52.14,1,0,2021-12-25,48.59,2021-12-26,51.31,27,27,1,2021-12-23,48.29,2021-12-26,50.38,1.8921711219987463
52.93520983755888,-1.2346278640021102,0,197.62,2,98.81,0.0714285714285714,2.0,0.0,0,0,0.0,0,0,97.62,1,0,2021-12-20,101.25,2021-12-20,97.9,27,27,1,2021-12-23,98.77,2021-12-21,98.72,6.5828961514616005
52.95216132462707,-1.1944184716900386,1,204.72,2,102.36,0.0689655172413793,2.0,0.0,0,0,0.0,0,0,104.72,1,0,2021-11-27,99.72,2021-11-28,99.63,28,28,1,2021-11-30,101.19,2021-11-28,97.31,3.5494198115582036
52.87283164882361,-1.0804329690579224,1,321.7,13,24.746153846153845,0.3611111111111111,1.0833333333333333,0.0,0,0,48.59,2,0,248.11,10,0,2021-04-30,23.84,2022-04-01,24.75,35,24,12,2022-03-31,25.75,2022-03-30,25.14,9.91089287344924
52.90177136926974,-1.2515281607497617,0,60.15,2,30.075,0.5,2.0,30.15,1,0,0.0,0,0,0.0,0,0,2023-12-19,29.68,2023-12-22,29.33,3,3,1,2023-12-22,29.08,2023-12-23,30.12,9.387941224736009
52.98934265582921,-1.1345250067119554,0,101.12,2,50.56,0.125,2.0,0.0,0,0,51.12,1,0,0.0,0,0,2022-12-16,51.48,2022-12-16,51.56,15,15,1,2022-12-17,52.65,2022-12-16,49.96,3.9811769377655333
52.98468233323019,-1.180252981821825,1,202.12,10,20.212,1.0,1.0,182.12,9,0,0.0,0,0,0.0,0,0,2023-06-24,19.58,2024-03-20,19.68,9,0,10,2024-03-20,20.83,2024-03-24,20.32,4.301671884694185
52.96462792836784,-1.149132562665078,1,86.08,16,5.38,0.4444444444444444,0.4444444444444444,63.5,12,1,10.05,2,0,10.17,1,0,2021-04-30,10.22,2024-03-08,4.84,35,0,36,2021-05-01,10.12,2024-03-05,4.95,1.3018394252177534
52.956665291192806,-1.169008560503551,0,98.57,2,49.285,0.6666666666666666,2.0,48.57,1,0,0.0,0,0,0.0,0,0,2024-01-20,50.04,2024-01-21,49.9,2,2,1,2024-01-21,52.02,2024-01-21,50.24,1.8635659828536046
52.8998387682464,-1.1528887714572864,0,255.33,10,25.533,0.3125,0.3225806451612903,41.16,1,0,120.22,4,0,86.11,4,0,2021-08-30,19.12,2024-02-05,41.22,31,1,31,2023-01-05,48.26,2021-10-30,11.04,6.055508347072813
52.950096597620856,-1.1666099739320897,1,1079.73,11,98.15727272727273,0.3142857142857143,1.8333333333333333,0.0,0,0,0.0,0,0,923.48,10,0,2021-06-13,19.54,2021-10-23,120.14,34,29,6,2021-09-18,284.07,2021-10-13,7.89,1.7263277379318425
52.94870256337901,-1.2215519728740467,0,506.85,39,12.996153846153849,1.054054054054054,1.054054054054054,180.04,13,1,176.86,13,1,136.03,12,1,2021-03-30,10.24,2024-03-06,15.14,36,0,37,2024-03-05,16.09,2021-11-02,10.19,5.39865825845558
52.91234732872565,-1.2347443982640152,1,721.9,35,20.625714285714285,0.945945945945946,0.9722222222222222,235.05,12,1,240.6,12,1,226.81,10,0,2021-04-11,20.38,2024-02-13,20.65,36,1,36,2024-02-13,19.92,2024-02-14,19.96,7.776274586749197
52.9220306083224,-1.2358487047006483,0,105.77,7,15.11,0.1891891891891892,1.1666666666666667,0.0,0,0,0.0,0,0,90.77,6,0,2021-04-03,15.4,2021-08-31,14.85,36,31,6,2021-09-02,15.56,2021-09-03,15.0,7.25315788617785
53.00719538491122,-1.2581028770022746,0,30.33,2,15.165,0.5,2.0,15.33,1,0,0.0,0,0,0.0,0,0,2023-12-12,14.99,2023-12-14,14.85,3,3,1,2023-12-12,15.2,2023-12-13,14.97,9.819327449420983
52.960859138106926,-1.15941052884383,0,53.64,3,17.88,0.1071428571428571,0.2307692307692307,0.0,0,0,24.39,1,0,25.4,1,0,2021-12-20,24.44,2022-12-15,24.92,27,15,13,2022-12-17,23.99,2022-12-15,25.11,1.4253755670861066
